Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
9010,0,0.00476801,-0.0756387,-0.814029,93.0122,211.52,51.4079
9011,0,0.00482411,-0.0756824,-0.81383,93.0047,211.501,51.3989
9012,0,0.0039362,-0.0744931,-0.813772,92.991,211.494,51.3806
9013,0,0.00474856,-0.0752709,-0.81404,93.0025,211.509,51.4134
9014,0,0.00459097,-0.075147,-0.813918,93.0008,211.509,51.3869
9015,0,0.00359918,-0.0742043,-0.813669,92.9721,211.492,51.3765
9016,0,0.00400302,-0.0747716,-0.813729,92.9929,211.494,51.3877
9017,0,0.00410113,-0.0752534,-0.813944,93.0024,211.514,51.386
9018,0,0.00462842,-0.0756132,-0.814258,93.0062,211.508,51.4092
9019,0,0.00475175,-0.0753453,-0.814052,93.0117,211.505,51.3989
9020,0,0.00408781,-0.0751137,-0.813967,93.0076,211.502,51.3732
9021,0,0.00416078,-0.0753145,-0.813961,92.9886,211.508,51.3951
9022,0,0.00424559,-0.0750167,-0.814148,92.9955,211.506,51.4066
9023,0,0.00457599,-0.0756468,-0.813939,93.0118,211.503,51.3964
9024,0,0.00478386,-0.0754775,-0.813868,93.0133,211.503,51.391
9025,0,0.00431,-0.0753084,-0.813872,92.9904,211.516,51.3748
9026,0,0.00491756,-0.075291,-0.814154,93.025,211.514,51.3936
9027,0,0.00370648,-0.0749391,-0.814072,92.9865,211.507,51.3781
9028,0,0.00426681,-0.0755918,-0.813925,93.0053,211.505,51.3825
9029,0,0.00405515,-0.0751047,-0.813608,92.9971,211.514,51.384
9030,0,0.00437477,-0.0751837,-0.813914,93.0096,211.496,51.4038
9031,0,0.00434848,-0.0751227,-0.814038,92.9881,211.509,51.388
9032,0,0.0039263,-0.0751368,-0.813922,92.9839,211.506,51.3754
9033,0,0.00493558,-0.0759877,-0.813934,93.023,211.514,51.3941
9034,0,0.00419794,-0.0753896,-0.813971,93.009,211.513,51.3927
9035,0,0.0046085,-0.0753674,-0.814001,93.0033,211.504,51.4051
9036,0,0.00356223,-0.0747808,-0.813928,92.9712,211.502,51.3767
9037,0,0.00450394,-0.0757966,-0.813917,93.0215,211.522,51.3926
9038,0,0.0043881,-0.0754891,-0.813918,93.0108,211.509,51.3989
9039,0,0.00426664,-0.0753109,-0.813841,92.9978,211.502,51.371
9040,0,0.00502122,-0.0757989,-0.814036,93.0276,211.503,51.3955
9041,0,0.00445779,-0.0752935,-0.814,93.0078,211.508,51.3982
9042,0,0.00437912,-0.0750321,-0.813996,93.0005,211.508,51.4118
9043,0,0.00415607,-0.0751448,-0.813913,92.9977,211.518,51.3902
9044,0,0.00482699,-0.0756961,-0.814015,93.0126,211.509,51.4026
9045,0,0.00423351,-0.0744063,-0.813913,92.9899,211.512,51.3963
9046,0,0.00445173,-0.0748892,-0.813681,93.0006,211.502,51.3916
9047,0,0.00414545,-0.0750687,-0.813818,93.0084,211.501,51.3781
9048,0,0.00405958,-0.0748046,-0.813987,92.9929,211.509,51.3985
9049,0,0.0043541,-0.0747908,-0.81375,93.0068,211.511,51.3876
9050,0,0.00469525,-0.0757805,-0.814115,93.0074,211.513,51.4043
9051,0,0.00448912,-0.0749879,-0.813994,93.0084,211.508,51.3969
9052,0,0.00446148,-0.0742301,-0.813846,92.9961,211.499,51.3948
9053,0,0.00406209,-0.0749524,-0.813916,93.0076,211.502,51.3869
9054,0,0.004474,-0.0755252,-0.81401,92.9981,211.511,51.4073
9055,0,0.00490963,-0.07533,-0.813951,93.0085,211.5,51.4075
9056,0,0.00485617,-0.0749617,-0.813803,93.0153,211.493,51.385
9057,0,0.00426942,-0.0749247,-0.81391,93.0088,211.508,51.3961
9058,0,0.00503263,-0.0762675,-0.814267,93.0248,211.516,51.4137
9059,0,0.0040712,-0.0746823,-0.814026,92.9828,211.494,51.4081
9060,0,0.00399447,-0.0753197,-0.81399,93.007,211.514,51.3826
9061,0,0.00464149,-0.0750867,-0.813745,93.0099,211.492,51.3963
9062,0,0.00425604,-0.0749269,-0.814022,93.0048,211.505,51.4066
9063,0,0.0042929,-0.0754661,-0.814207,93.0142,211.503,51.403
9064,0,0.00464598,-0.0746669,-0.813648,92.9971,211.504,51.3778
9065,0,0.00410463,-0.0749307,-0.813856,93.0033,211.5,51.386
9066,0,0.00449015,-0.0756177,-0.814092,93.0089,211.506,51.4058
9067,0,0.00448629,-0.075211,-0.813948,93.0047,211.508,51.3966
9068,0,0.00457123,-0.0758361,-0.813986,93.0036,211.501,51.4039
9069,0,0.00443272,-0.0751192,-0.814036,93.0094,211.501,51.4019
9070,0,0.0043772,-0.0759717,-0.814073,93.0153,211.512,51.3878
9071,0,0.00452134,-0.0756922,-0.813965,93.0101,211.504,51.398
9072,0,0.00464695,-0.0751277,-0.813599,92.9952,211.497,51.3824
9073,0,0.00449626,-0.0753309,-0.814169,93.0005,211.502,51.4058
9074,0,0.00435746,-0.0743809,-0.81392,92.9941,211.5,51.4046
9075,0,0.00441122,-0.0746278,-0.813999,92.9976,211.513,51.413
9076,0,0.00380377,-0.0750316,-0.813974,92.9973,211.514,51.383
9077,0,0.00427957,-0.0758963,-0.814207,93.0146,211.499,51.4041
9078,0,0.00456038,-0.0753844,-0.813982,92.9981,211.499,51.4016
9079,0,0.00453545,-0.0757218,-0.81405,93.0146,211.504,51.4071
9080,0,0.00437695,-0.0761352,-0.814253,93.003,211.505,51.3983
9081,0,0.0035824,-0.075299,-0.813976,92.9848,211.504,51.3813
9082,0,0.00454747,-0.074941,-0.813808,92.9952,211.499,51.4084
9083,0,0.00422013,-0.0747372,-0.813863,93.0052,211.506,51.3982
9084,0,0.00478582,-0.075763,-0.814113,93.0172,211.503,51.402
9085,0,0.00443663,-0.0761747,-0.814122,93.0104,211.496,51.4049
9086,0,0.00491334,-0.075827,-0.813934,93.0229,211.494,51.4049
9087,0,0.00456051,-0.0754689,-0.814164,93.0129,211.509,51.4075
9088,0,0.00412552,-0.0755969,-0.814018,93.0069,211.509,51.399
9089,0,0.00473138,-0.0752988,-0.813958,93.0112,211.504,51.4014
9090,0,0.00429215,-0.0751843,-0.813991,92.9996,211.492,51.4051
9091,0,0.00445261,-0.0754675,-0.814036,93.0018,211.502,51.4031
9092,0,0.0044769,-0.0753621,-0.813909,93.0039,211.486,51.4024
9093,0,0.00454611,-0.0750093,-0.813795,93.0022,211.495,51.3972
9094,0,0.00451506,-0.0756421,-0.813978,93.0178,211.51,51.3892
9095,0,0.00456174,-0.0757744,-0.813937,93.0048,211.501,51.401
9096,0,0.00461187,-0.075752,-0.814126,93.0129,211.495,51.4079
9097,0,0.00412955,-0.0752419,-0.814021,92.9905,211.494,51.4017
9098,0,0.00448159,-0.0747546,-0.813662,92.9905,211.495,51.394
9099,0,0.00421457,-0.0751341,-0.813774,92.9989,211.497,51.39
9100,0,0.00434611,-0.074782,-0.813637,92.985,211.49,51.3882
9101,0,0.004409,-0.0759018,-0.814134,93.0098,211.507,51.4043
9102,0,0.00441901,-0.0755648,-0.814197,92.9978,211.51,51.4043
9103,0,0.003909,-0.0743059,-0.813773,92.9874,211.505,51.3987
9104,0,0.00421826,-0.0757799,-0.814044,92.9863,211.501,51.4078
9105,0,0.00408883,-0.0748541,-0.813732,92.9903,211.495,51.3768
9106,0,0.00386659,-0.0753646,-0.814267,93.0059,211.498,51.3985
9107,0,0.00406736,-0.0752378,-0.814157,92.9926,211.508,51.407
9108,0,0.00486648,-0.0757317,-0.813964,93.002,211.502,51.3964
9109,0,0.00383244,-0.0742397,-0.813695,92.9726,211.491,51.3918
9110,0,0.00439697,-0.0750355,-0.814183,93.0039,211.495,51.4162
9111,0,0.00470412,-0.0753154,-0.813954,93.0059,211.503,51.4021
9112,0,0.00494179,-0.0764933,-0.814263,93.019,211.504,51.4152
9113,0,0.00398517,-0.0747906,-0.813842,92.9904,211.506,51.38
9114,0,0.00428358,-0.0752537,-0.814151,92.9928,211.505,51.3927
9115,0,0.00424518,-0.0757133,-0.814231,93.0049,211.513,51.4055
9116,0,0.00399688,-0.0746928,-0.813686,92.9899,211.499,51.3773
9117,0,0.00434123,-0.0751673,-0.81381,92.9933,211.498,51.4015
9118,0,0.00445304,-0.0755298,-0.813924,93.0017,211.51,51.3918
9119,0,0.00405848,-0.0746998,-0.81378,93.0012,211.486,51.3902
9120,0,0.00457578,-0.0752644,-0.813962,93.0067,211.49,51.4099
9121,0,0.00437952,-0.0750298,-0.814066,93.0017,211.503,51.4054
9122,0,0.00418575,-0.0751786,-0.813851,92.9917,211.502,51.3809
9123,0,0.00398013,-0.0748692,-0.81378,92.9894,211.507,51.3917
9124,0,0.00405182,-0.0740916,-0.813719,92.9787,211.492,51.3933
9125,0,0.00394014,-0.0748037,-0.813847,92.9951,211.499,51.3798
9126,0,0.00414315,-0.0748585,-0.813783,92.9901,211.504,51.391
9127,0,0.00465524,-0.0758707,-0.814184,93.0168,211.504,51.4098
9128,0,0.00439953,-0.0751074,-0.81388,93.0038,211.501,51.3756
9129,0,0.00377425,-0.0758345,-0.814111,92.988,211.495,51.3843
9130,0,0.0044205,-0.0752469,-0.813961,93.0138,211.503,51.3887
9131,0,0.00450514,-0.0744542,-0.813518,93.0014,211.494,51.3823
9132,0,0.00369757,-0.0747631,-0.81392,92.9961,211.502,51.3709
9133,0,0.00414005,-0.0752189,-0.813944,92.9929,211.494,51.3958
9134,0,0.00468202,-0.0756349,-0.813901,93.0138,211.494,51.3961
9135,0,0.0042061,-0.0748478,-0.813781,92.9931,211.502,51.4069
9136,0,0.00493857,-0.0751017,-0.813886,93.0139,211.509,51.3914
9137,0,0.00394418,-0.0744795,-0.813783,92.9936,211.501,51.3906
9138,0,0.00418098,-0.0747188,-0.813922,93.0025,211.499,51.4017
9139,0,0.00444165,-0.0759021,-0.814198,93.008,211.509,51.4023
9140,0,0.00463283,-0.0756501,-0.81382,93.0005,211.5,51.3835
9141,0,0.00415254,-0.0748461,-0.813641,92.9992,211.494,51.3735
9142,0,0.00422314,-0.0745479,-0.813753,92.9888,211.506,51.3872
9143,0,0.00404337,-0.0745026,-0.813785,92.9887,211.501,51.3957
9144,0,0.00448112,-0.0753087,-0.813846,93.0071,211.494,51.4027
9145,0,0.00476011,-0.0764236,-0.81418,93.0262,211.507,51.3965
9146,0,0.00423738,-0.075347,-0.814104,93.0057,211.51,51.4045
9147,0,0.00441346,-0.0756413,-0.813789,93.0039,211.498,51.3883
9148,0,0.00439483,-0.0749675,-0.813976,93.0058,211.507,51.4119
9149,0,0.00415542,-0.0738294,-0.813617,92.995,211.506,51.3917
9150,0,0.00387536,-0.0747178,-0.813841,92.9913,211.5,51.379
9151,0,0.00409993,-0.0745704,-0.814144,93.0003,211.513,51.3912
9152,0,0.00441142,-0.0751683,-0.813698,93.0077,211.498,51.3804
9153,0,0.00453486,-0.0757685,-0.814146,93.0117,211.51,51.3969
9154,0,0.00358212,-0.0741498,-0.813876,92.9856,211.497,51.3862
9155,0,0.00432751,-0.0746789,-0.814135,92.9997,211.495,51.4207
9156,0,0.00471137,-0.075913,-0.814147,93.0332,211.508,51.4171
9157,0,0.00454686,-0.0754717,-0.813857,92.9948,211.503,51.386
9158,0,0.00463556,-0.076195,-0.814351,93.0166,211.506,51.408
9159,0,0.00459731,-0.0753383,-0.814009,93.0079,211.497,51.4053
9160,0,0.00416801,-0.0744538,-0.813851,92.9927,211.505,51.3927
9161,0,0.00505813,-0.076323,-0.813748,93.0177,211.498,51.403
9162,0,0.00404431,-0.0750773,-0.813859,92.9944,211.5,51.3895
9163,0,0.00400152,-0.0747608,-0.813753,92.9975,211.505,51.3905
9164,0,0.00424582,-0.074698,-0.81389,92.9907,211.516,51.3905
9165,0,0.00467477,-0.075477,-0.813795,93.0078,211.502,51.3937
9166,0,0.004158,-0.0746622,-0.813828,93.002,211.498,51.3951
9167,0,0.00437805,-0.0757099,-0.813939,93.018,211.506,51.4004
9168,0,0.00410852,-0.0749133,-0.813963,92.9955,211.507,51.3898
9169,0,0.00421521,-0.0751454,-0.813828,92.9982,211.498,51.3956
9170,0,0.00442922,-0.0750805,-0.813749,93.0081,211.496,51.3837
9171,0,0.00403682,-0.0752329,-0.813808,92.9976,211.507,51.3691
9172,0,0.00371315,-0.0749341,-0.81383,92.9808,211.505,51.3828
9173,0,0.00406932,-0.0747523,-0.813956,92.9919,211.493,51.3984
9174,0,0.00464592,-0.0761502,-0.813882,93.0252,211.501,51.3768
9175,0,0.00421395,-0.0756277,-0.814142,93.0011,211.51,51.392
9176,0,0.00495238,-0.0757028,-0.814122,93.0204,211.506,51.414
9177,0,0.00478146,-0.0751128,-0.813989,93.0134,211.496,51.4051
9178,0,0.00403452,-0.0746646,-0.813661,92.985,211.502,51.3726
9179,0,0.00470892,-0.0757002,-0.81418,93.0155,211.513,51.4074
9180,0,0.00426906,-0.0754243,-0.814042,93.0184,211.516,51.399
9181,0,0.00446685,-0.0756913,-0.813988,93.0067,211.5,51.4003
9182,0,0.0044635,-0.075869,-0.813987,93.0122,211.505,51.3834
9183,0,0.00432214,-0.0747813,-0.813866,93.0052,211.508,51.3958
9184,0,0.00434254,-0.0754054,-0.813875,93.006,211.508,51.3986
9185,0,0.00421623,-0.0755766,-0.813795,93.0079,211.502,51.3783
9186,0,0.0047872,-0.0757261,-0.814231,93.008,211.505,51.3986
9187,0,0.00472176,-0.0755525,-0.813986,93.0122,211.499,51.4044
9188,0,0.00431988,-0.074939,-0.814094,93.0105,211.508,51.4119
9189,0,0.00446007,-0.0747327,-0.813899,93.0051,211.496,51.3864
9190,0,0.00408196,-0.0755122,-0.814007,93.0021,211.505,51.4016
9191,0,0.00415983,-0.0752138,-0.81393,92.9894,211.494,51.4098
9192,0,0.00445523,-0.0753617,-0.814013,93.008,211.506,51.4052
9193,0,0.00416433,-0.0752755,-0.814089,92.9958,211.511,51.3994
9194,0,0.00433995,-0.0747133,-0.81383,93.0042,211.505,51.3915
9195,0,0.00452503,-0.0747206,-0.813749,93.0108,211.498,51.4051
9196,0,0.00425452,-0.0746716,-0.813829,93.0045,211.514,51.3867
9197,0,0.00394676,-0.0751222,-0.813854,92.9964,211.501,51.3803
9198,0,0.0049,-0.0762782,-0.814142,93.0191,211.514,51.3894
9199,0,0.00428401,-0.0754755,-0.813928,93.0061,211.508,51.3883
9200,0,0.00401471,-0.0753311,-0.814138,93.0121,211.506,51.4006
9201,0,0.00444962,-0.0749265,-0.81396,93.0021,211.5,51.3968
9202,0,0.00409495,-0.0748664,-0.813803,92.9863,211.496,51.3933
9203,0,0.00456544,-0.0752902,-0.813908,93.014,211.506,51.3981
9204,0,0.0041547,-0.0750737,-0.813847,93.0055,211.508,51.3826
9205,0,0.00402865,-0.0750498,-0.813878,92.9999,211.506,51.3746
9206,0,0.00375737,-0.0743237,-0.813753,92.984,211.492,51.3944
9207,0,0.00447778,-0.0752578,-0.814077,93.0111,211.506,51.3983
9208,0,0.00428275,-0.0747011,-0.813877,93.0031,211.511,51.3972
9209,0,0.00451954,-0.0751967,-0.81381,93.0085,211.507,51.3973
9210,0,0.00403198,-0.0748142,-0.813901,92.9991,211.502,51.3794
9211,0,0.00454708,-0.0750382,-0.813952,93.0162,211.499,51.3897
9212,0,0.00466404,-0.0757466,-0.81418,93.023,211.503,51.4278
9213,0,0.00425334,-0.0752197,-0.813792,92.9997,211.51,51.3896
9214,0,0.00449382,-0.0761445,-0.813959,93.0131,211.512,51.3803
9215,0,0.00412867,-0.075539,-0.814059,93.0104,211.5,51.3903
9216,0,0.00506015,-0.0758778,-0.813923,93.0145,211.503,51.3948
9217,0,0.00410554,-0.0751337,-0.813912,92.9862,211.511,51.3839
9218,0,0.0037882,-0.0741597,-0.81381,92.9933,211.496,51.3826
9219,0,0.00420284,-0.0750065,-0.814075,93.006,211.51,51.4023
9220,0,0.00447002,-0.0759587,-0.814163,93.0143,211.518,51.3912
9221,0,0.00417123,-0.0750218,-0.813714,92.9911,211.509,51.3908
9222,0,0.00452948,-0.0752878,-0.814068,93.0141,211.496,51.4043
9223,0,0.00357841,-0.074392,-0.813889,92.9843,211.498,51.3831
9224,0,0.00454878,-0.0747833,-0.813873,92.9982,211.501,51.4037
9225,0,0.00475809,-0.0760141,-0.81406,93.0222,211.508,51.3955
9226,0,0.00382915,-0.0748176,-0.813844,92.9994,211.503,51.3812
9227,0,0.00414604,-0.0748279,-0.81375,92.9842,211.512,51.3876
9228,0,0.00448785,-0.0752495,-0.814175,93.0129,211.511,51.4127
9229,0,0.00421976,-0.0745657,-0.81394,92.9966,211.491,51.4098
9230,0,0.00384314,-0.0747287,-0.813689,92.9893,211.483,51.3799
9231,0,0.00450354,-0.0751325,-0.81368,92.9991,211.506,51.3839
9232,0,0.00450044,-0.0753406,-0.81386,93.0004,211.5,51.4021
9233,0,0.00383777,-0.0746783,-0.81416,92.9927,211.505,51.3976
9234,0,0.00454388,-0.0763062,-0.814072,93.0172,211.514,51.3893
9235,0,0.00378126,-0.0750189,-0.813839,92.9971,211.505,51.3659
9236,0,0.00452453,-0.0753014,-0.814023,93.0171,211.51,51.3998
9237,0,0.00396239,-0.0749133,-0.813926,92.9841,211.494,51.4074
9238,0,0.00360709,-0.0740093,-0.813764,92.9722,211.495,51.3787
9239,0,0.00399757,-0.0750087,-0.813815,92.9914,211.502,51.3839
9240,0,0.00422805,-0.0747536,-0.813984,93.0056,211.511,51.4079
9241,0,0.00406275,-0.0746359,-0.8138,93.0026,211.505,51.3843
9242,0,0.00417209,-0.0756439,-0.814005,93.0058,211.504,51.3927
9243,0,0.00457124,-0.0755518,-0.814091,93.0218,211.499,51.4082
9244,0,0.00466318,-0.0755246,-0.813987,93.0101,211.491,51.3993
9245,0,0.00372296,-0.075134,-0.813954,92.9819,211.503,51.381
9246,0,0.00416371,-0.0757628,-0.814052,93.0101,211.506,51.3774
9247,0,0.00396881,-0.0749319,-0.813832,93.0046,211.507,51.3856
9248,0,0.00423327,-0.0750991,-0.814048,93.0074,211.519,51.3889
9249,0,0.00401697,-0.074657,-0.813956,92.985,211.515,51.3966
9250,0,0.00427787,-0.0754612,-0.813892,92.9948,211.495,51.3892
9251,0,0.00407527,-0.074621,-0.813726,93.0089,211.507,51.3724
9252,0,0.00456827,-0.0754728,-0.813864,93.0134,211.502,51.3956
9253,0,0.00454856,-0.0747744,-0.813798,93.0046,211.508,51.3962
9254,0,0.00421022,-0.0748696,-0.813547,92.9989,211.512,51.3583
9255,0,0.00420499,-0.0749696,-0.813801,93.0026,211.499,51.3979
9256,0,0.00415881,-0.0754772,-0.813906,92.9953,211.503,51.3886
9257,0,0.00438517,-0.0752462,-0.814014,93.0108,211.511,51.3931
9258,0,0.00450304,-0.0750683,-0.813964,93.0135,211.505,51.4082
9259,0,0.00376635,-0.075045,-0.813696,92.9848,211.506,51.3761
9260,0,0.00373021,-0.0751462,-0.814049,92.9966,211.515,51.3748
9261,0,0.00438379,-0.0746953,-0.813865,92.9969,211.516,51.393
9262,0,0.00376031,-0.0742292,-0.813993,92.9938,211.51,51.3928
9263,0,0.00413726,-0.0752204,-0.813828,93.0077,211.494,51.3815
9264,0,0.00403163,-0.0753947,-0.8141,92.9969,211.516,51.394
9265,0,0.00430471,-0.0760268,-0.814123,93.0193,211.518,51.4054
9266,0,0.00446593,-0.0748733,-0.813979,93.0147,211.504,51.3882
9267,0,0.00419944,-0.0748101,-0.81385,92.9903,211.513,51.3826
9268,0,0.004613,-0.0751588,-0.814127,93.0154,211.505,51.3988
9269,0,0.00383952,-0.0745088,-0.813699,92.9799,211.498,51.3885
9270,0,0.0042677,-0.0749498,-0.813785,92.9897,211.507,51.3876
9271,0,0.00399138,-0.0747791,-0.813982,93.0031,211.506,51.3729
9272,0,0.00429117,-0.07501,-0.813963,93.002,211.512,51.3955
9273,0,0.00423388,-0.0748669,-0.8139,92.9985,211.504,51.3931
9274,0,0.00421106,-0.0742634,-0.813539,92.9852,211.504,51.3834
9275,0,0.00376339,-0.0744288,-0.813522,92.9808,211.497,51.3728
9276,0,0.00450652,-0.0753619,-0.814027,93.0183,211.51,51.3839
9277,0,0.00457266,-0.0752191,-0.813933,93.0104,211.514,51.4004
9278,0,0.00394939,-0.0746166,-0.813727,92.9841,211.499,51.3812
9279,0,0.0043066,-0.0748933,-0.814086,93.0051,211.512,51.3902
9280,0,0.00348286,-0.0738785,-0.813835,92.996,211.506,51.3863
9281,0,0.00431179,-0.0756749,-0.813958,92.9967,211.507,51.4076
9282,0,0.00423499,-0.0754551,-0.814086,93.0095,211.508,51.3717
9283,0,0.00405164,-0.0742724,-0.813974,92.9936,211.502,51.3933
9284,0,0.00444261,-0.0751202,-0.813754,93.0132,211.509,51.3824
9285,0,0.0039128,-0.0743892,-0.813724,92.9779,211.51,51.3863
9286,0,0.00443387,-0.0745156,-0.813811,92.996,211.506,51.3952
9287,0,0.00355988,-0.0741157,-0.813755,92.9962,211.499,51.3799
9288,0,0.00433545,-0.0754177,-0.814132,93.0096,211.499,51.3862
9289,0,0.0042612,-0.0753987,-0.81404,93.0023,211.518,51.3857
9290,0,0.00448025,-0.0758404,-0.81411,93.0085,211.504,51.3961
9291,0,0.00404726,-0.0742652,-0.813681,92.9932,211.502,51.3812
9292,0,0.0043065,-0.0750987,-0.81395,93.0004,211.508,51.3887
9293,0,0.0042259,-0.0756738,-0.813912,92.9994,211.506,51.3779
9294,0,0.00433351,-0.0752292,-0.813849,92.9974,211.517,51.4018
9295,0,0.00457808,-0.0755265,-0.814246,93.0143,211.506,51.3909
9296,0,0.003858,-0.0743689,-0.813861,92.979,211.497,51.3864
9297,0,0.00383704,-0.0747139,-0.813968,92.9849,211.505,51.3944
9298,0,0.00448744,-0.0752675,-0.813866,93.006,211.498,51.3975
9299,0,0.00396283,-0.0751173,-0.813943,92.9841,211.514,51.3663
9300,0,0.00396594,-0.0746817,-0.813752,92.9913,211.499,51.3731
9301,0,0.00424385,-0.0747939,-0.813913,92.9979,211.501,51.4027
9302,0,0.00461024,-0.0754482,-0.814094,93.0089,211.502,51.406
9303,0,0.00423684,-0.0750498,-0.813842,92.9964,211.498,51.3883
9304,0,0.00398049,-0.0746699,-0.813785,93.0027,211.511,51.3775
9305,0,0.00451638,-0.0758809,-0.814161,93.0265,211.514,51.4117
9306,0,0.00386662,-0.0750756,-0.813928,92.988,211.508,51.3869
9307,0,0.00402868,-0.075225,-0.813885,92.9955,211.506,51.3779
9308,0,0.00419076,-0.075105,-0.813798,92.9998,211.507,51.3953
9309,0,0.00418734,-0.0751073,-0.813754,93,211.501,51.3893
9310,0,0.00447762,-0.0758303,-0.814269,93.0032,211.502,51.3929
9311,0,0.00423052,-0.0752638,-0.814044,93.0086,211.509,51.3971
9312,0,0.00411912,-0.0750085,-0.81395,92.9963,211.507,51.3917
9313,0,0.00403818,-0.075473,-0.813974,92.9919,211.51,51.3855
9314,0,0.00370326,-0.0746943,-0.814028,92.9986,211.496,51.3832
9315,0,0.00377376,-0.074636,-0.813817,92.9961,211.505,51.3913
9316,0,0.00433792,-0.0748609,-0.813682,92.9989,211.504,51.3758
9317,0,0.00400821,-0.074841,-0.813912,92.9847,211.5,51.3969
9318,0,0.00409575,-0.0750356,-0.81385,92.987,211.504,51.3931
9319,0,0.00416241,-0.0753825,-0.814257,93.0199,211.507,51.3986
9320,0,0.00421827,-0.075694,-0.813954,92.9958,211.497,51.3843
9321,0,0.00450539,-0.0761455,-0.814056,92.9973,211.509,51.3947
9322,0,0.00418832,-0.0754427,-0.814161,93.0089,211.507,51.4014
9323,0,0.00459386,-0.0752523,-0.813832,92.9984,211.493,51.3976
9324,0,0.00390007,-0.0748989,-0.813874,92.9904,211.509,51.3765
9325,0,0.00441438,-0.0749167,-0.814072,92.9998,211.51,51.4008
9326,0,0.00358185,-0.0744319,-0.81385,92.9878,211.503,51.3877
9327,0,0.00451039,-0.0752202,-0.813935,93.0117,211.519,51.3915
9328,0,0.00417632,-0.0749257,-0.813854,92.9821,211.509,51.3802
9329,0,0.00448996,-0.0750671,-0.81369,93.0061,211.509,51.3898
9330,0,0.00377684,-0.0745095,-0.813843,92.985,211.508,51.3817
9331,0,0.00362827,-0.0748943,-0.814051,92.9905,211.497,51.377
9332,0,0.00415678,-0.075133,-0.813754,92.99,211.496,51.383
9333,0,0.00410941,-0.0757314,-0.814162,92.9965,211.511,51.3931
9334,0,0.00425382,-0.0752571,-0.813786,93.0051,211.514,51.3734
9335,0,0.00461033,-0.0761926,-0.814307,93.0098,211.514,51.3896
9336,0,0.0041089,-0.0758777,-0.813981,92.9988,211.514,51.3794
9337,0,0.00452968,-0.0753105,-0.813966,93.0136,211.5,51.3956
9338,0,0.00437681,-0.0753004,-0.813844,93.0092,211.511,51.3843
9339,0,0.00407817,-0.0752891,-0.814055,93.0044,211.505,51.3803
9340,0,0.00401168,-0.074962,-0.814,92.9934,211.499,51.3813
9341,0,0.0035703,-0.0737808,-0.813365,92.9709,211.502,51.3705
9342,0,0.00440005,-0.0757019,-0.813875,93.0025,211.509,51.3812
9343,0,0.00389799,-0.0749694,-0.814062,92.9916,211.505,51.392
9344,0,0.00439582,-0.0756698,-0.81422,93.0095,211.509,51.3899
9345,0,0.00452507,-0.0753357,-0.814257,92.995,211.519,51.3833
9346,0,0.00458226,-0.0757535,-0.81396,92.9977,211.507,51.3813
9347,0,0.00369961,-0.0747041,-0.813917,92.9965,211.513,51.3856
9348,0,0.00446067,-0.0753423,-0.813882,93.0022,211.511,51.3827
9349,0,0.00419688,-0.0751146,-0.813708,92.9841,211.508,51.3785
9350,0,0.00387833,-0.0747962,-0.813877,92.9973,211.516,51.385
9351,0,0.00333917,-0.0741561,-0.813753,92.9803,211.509,51.37
9352,0,0.0041618,-0.0752787,-0.813949,92.9928,211.513,51.3665
9353,0,0.00418376,-0.0755814,-0.813821,92.9817,211.518,51.37
9354,0,0.00415424,-0.0752261,-0.813776,92.9946,211.51,51.3841
9355,0,0.00407121,-0.0748399,-0.813634,92.9943,211.504,51.3798
9356,0,0.00380969,-0.074666,-0.813637,92.9898,211.511,51.349
9357,0,0.00431146,-0.0762375,-0.813894,92.999,211.508,51.3802
9358,0,0.0046451,-0.0755521,-0.813749,93.0108,211.512,51.3766
9359,0,0.00423743,-0.07477,-0.813762,92.9926,211.514,51.3885
9360,0,0.00415205,-0.0751464,-0.813836,92.9964,211.509,51.3776
9361,0,0.00432488,-0.0750991,-0.813914,93.0061,211.511,51.3805
9362,0,0.00421243,-0.0749061,-0.813947,92.9988,211.504,51.4032
9363,0,0.00467378,-0.0755984,-0.814033,93.0137,211.52,51.3911
9364,0,0.00416973,-0.0750716,-0.813811,92.9919,211.505,51.376
9365,0,0.00405107,-0.0749435,-0.813927,92.9949,211.511,51.398
9366,0,0.00424006,-0.0748615,-0.814002,92.9925,211.51,51.4024
9367,0,0.004021,-0.074692,-0.813763,92.9871,211.5,51.3772
9368,0,0.00425997,-0.07467,-0.81398,92.9981,211.504,51.3874
9369,0,0.00434527,-0.0747098,-0.81381,92.9881,211.514,51.3748
9370,0,0.0044735,-0.0750647,-0.813947,92.9879,211.511,51.3928
9371,0,0.00420017,-0.0755919,-0.814115,93.016,211.51,51.3978
9372,0,0.00423685,-0.0750253,-0.813672,93.0047,211.506,51.3737
9373,0,0.00473981,-0.0760824,-0.813785,93.0091,211.506,51.3776
9374,0,0.00417557,-0.0744556,-0.813852,92.9836,211.505,51.3859
9375,0,0.00379605,-0.075074,-0.813897,92.9797,211.52,51.3801
9376,0,0.00412212,-0.0752002,-0.813863,92.9918,211.504,51.3895
9377,0,0.00458902,-0.0751483,-0.813823,93.0074,211.507,51.3866
9378,0,0.00479463,-0.0759292,-0.814014,93.0229,211.498,51.4005
9379,0,0.00436267,-0.0750829,-0.813975,93.0119,211.503,51.4088
